split_mode,split,sample_id,group_id,ar,harp_id,partition,prediction_start,duration_hours,event
official,validation,4294__event_anchor_002,4294,ar4294,4294,4,2014-07-11 02:24:00,35.2,0
official,validation,4295__event_anchor_000,4295,ar4295,4295,4,2014-06-28 04:36:00,242.6,0
official,validation,4296__event_anchor_000,4296,ar4296,4296,4,2014-06-28 08:36:00,342.6,0
official,validation,4302__event_anchor_000,4302,ar4302,4302,4,2014-06-29 02:48:00,153.8,0
official,validation,4304__event_anchor_000,4304,ar4304,4304,4,2014-06-29 14:48:00,6.2,0
official,validation,4312__event_anchor_000,4312,ar4312,4312,4,2014-06-30 13:48:00,59.6,0
official,validation,4315__event_anchor_000,4315,ar4315,4315,4,2014-06-30 22:12:00,313.8,0
official,validation,4317__event_anchor_000,4317,ar4317,4317,4,2014-07-01 12:00:00,11.0,0
official,validation,4318__event_anchor_000,4318,ar4318,4318,4,2014-07-01 17:48:00,3.2,0
official,validation,4321__event_anchor_000,4321,ar4321,4321,4,2014-07-02 02:12:00,315.0,0
official,validation,4328__event_anchor_000,4328,ar4328,4328,4,2014-07-03 09:24:00,281.6,0
official,validation,4330__event_anchor_000,4330,ar4330,4330,4,2014-07-03 14:00:00,32.6,0
official,validation,4334__event_anchor_000,4334,ar4334,4334,4,2014-07-04 09:36:00,47.4,0
official,validation,4335__event_anchor_000,4335,ar4335,4335,4,2014-07-04 20:24:00,227.6,0
official,validation,4336__event_anchor_000,4336,ar4336,4336,4,2014-07-05 03:36:00,41.6,0
official,validation,4337__event_anchor_000,4337,ar4337,4337,4,2014-07-05 07:36:00,235.6,0
official,validation,4338__event_anchor_000,4338,ar4338,4338,4,2014-07-05 11:36:00,191.8,0
official,validation,4339__event_anchor_000,4339,ar4339,4339,4,2014-07-05 12:00:00,15.0,0
official,validation,4343__event_anchor_000,4343,ar4343,4343,4,2014-07-06 02:24:00,148.8,0
official,validation,4344__event_anchor_000,4344,ar4344,4344,4,2014-07-06 08:24:00,55.7,1
official,validation,4344__event_anchor_001,4344,ar4344,4344,4,2014-07-08 20:00:00,4.333333333333333,1
official,validation,4344__event_anchor_002,4344,ar4344,4344,4,2014-07-09 04:12:00,228.2,0
official,validation,4345__event_anchor_000,4345,ar4345,4345,4,2014-07-06 11:36:00,0.2,0
official,validation,4346__event_anchor_000,4346,ar4346,4346,4,2014-07-06 22:36:00,34.6,0
official,validation,4350__event_anchor_000,4350,ar4350,4350,4,2014-07-07 07:36:00,40.0,0
official,validation,4351__event_anchor_000,4351,ar4351,4351,4,2014-07-07 15:00:00,272.8,0
official,validation,4353__event_anchor_000,4353,ar4353,4353,4,2014-07-08 00:00:00,0.8,0
official,validation,4358__event_anchor_000,4358,ar4358,4358,4,2014-07-10 03:12:00,3.6,0
official,validation,4359__event_anchor_000,4359,ar4359,4359,4,2014-07-10 16:36:00,190.2,0
official,validation,4360__event_anchor_000,4360,ar4360,4360,4,2014-07-11 21:00:00,118.6,0
official,validation,4361__event_anchor_000,4361,ar4361,4361,4,2014-07-13 16:00:00,81.2,0
official,validation,4362__event_anchor_000,4362,ar4362,4362,4,2014-07-13 20:48:00,36.8,0
official,validation,4363__event_anchor_000,4363,ar4363,4363,4,2014-07-13 23:48:00,176.4,0
official,validation,4364__event_anchor_000,4364,ar4364,4364,4,2014-07-14 01:00:00,104.6,0
official,validation,4365__event_anchor_000,4365,ar4365,4365,4,2014-07-14 03:48:00,104.2,0
official,validation,4367__event_anchor_000,4367,ar4367,4367,4,2014-07-14 18:24:00,204.8,0
official,validation,4370__event_anchor_000,4370,ar4370,4370,4,2014-07-16 04:00:00,35.6,0
official,validation,4372__event_anchor_000,4372,ar4372,4372,4,2014-07-16 22:12:00,217.2,0
official,validation,4373__event_anchor_000,4373,ar4373,4373,4,2014-07-17 12:36:00,2.4,0
official,validation,4374__event_anchor_000,4374,ar4374,4374,4,2014-07-17 20:24:00,79.8,0
official,validation,4375__event_anchor_000,4375,ar4375,4375,4,2014-07-18 13:24:00,183.4,0
official,validation,4376__event_anchor_000,4376,ar4376,4376,4,2014-07-18 19:12:00,64.2,0
official,validation,4377__event_anchor_000,4377,ar4377,4377,4,2014-07-20 10:24:00,187.0,0
official,validation,4378__event_anchor_000,4378,ar4378,4378,4,2014-07-20 17:36:00,7.2,0
official,validation,4379__event_anchor_000,4379,ar4379,4379,4,2014-07-21 15:36:00,306.8,0
official,validation,4380__event_anchor_000,4380,ar4380,4380,4,2014-07-21 17:36:00,163.4,0
official,validation,4381__event_anchor_000,4381,ar4381,4381,4,2014-07-22 00:48:00,177.6,0
official,validation,4383__event_anchor_000,4383,ar4383,4383,4,2014-07-22 15:12:00,292.0,0
official,validation,4384__event_anchor_000,4384,ar4384,4384,4,2014-07-22 22:48:00,25.2,0
official,validation,4385__event_anchor_000,4385,ar4385,4385,4,2014-07-23 15:12:00,1.4,0
official,validation,4386__event_anchor_000,4386,ar4386,4386,4,2014-07-24 11:00:00,9.0,0
official,validation,4387__event_anchor_000,4387,ar4387,4387,4,2014-07-24 18:00:00,41.2,0
official,validation,4388__event_anchor_000,4388,ar4388,4388,4,2014-07-24 21:48:00,113.8,0
official,validation,4390__event_anchor_000,4390,ar4390,4390,4,2014-07-25 13:36:00,328.2,0
official,validation,4392__event_anchor_000,4392,ar4392,4392,4,2014-07-26 04:36:00,161.4,0
official,validation,4396__event_anchor_000,4396,ar4396,4396,4,2014-07-27 04:48:00,102.21666666666667,1
official,validation,4396__event_anchor_001,4396,ar4396,4396,4,2014-07-31 15:00:00,23.716666666666665,1
official,validation,4396__event_anchor_002,4396,ar4396,4396,4,2014-08-01 18:36:00,248.6,0
official,validation,4397__event_anchor_000,4397,ar4397,4397,4,2014-07-27 08:12:00,198.2,0
official,validation,4398__event_anchor_000,4398,ar4398,4398,4,2014-07-27 09:24:00,292.6,0
official,validation,4399__event_anchor_000,4399,ar4399,4399,4,2014-07-27 09:48:00,239.6,0
official,validation,4410__event_anchor_000,4410,ar4410,4410,4,2014-07-28 16:24:00,6.4,0
official,validation,4413__event_anchor_000,4413,ar4413,4413,4,2014-07-30 02:48:00,58.0,0
official,validation,4414__event_anchor_000,4414,ar4414,4414,4,2014-07-30 08:36:00,82.6,0
official,validation,4418__event_anchor_000,4418,ar4418,4418,4,2014-07-31 11:12:00,148.8,0
official,validation,4421__event_anchor_000,4421,ar4421,4421,4,2014-08-01 04:00:00,82.8,0
official,validation,4422__event_anchor_000,4422,ar4422,4422,4,2014-08-01 04:24:00,183.8,0
official,validation,4423__event_anchor_000,4423,ar4423,4423,4,2014-08-01 11:36:00,182.6,0
official,validation,4424__event_anchor_000,4424,ar4424,4424,4,2014-08-01 14:00:00,333.0,0
official,validation,4425__event_anchor_000,4425,ar4425,4425,4,2014-08-01 14:36:00,16.0,0
official,validation,4428__event_anchor_000,4428,ar4428,4428,4,2014-08-01 21:24:00,26.0,0
official,validation,4431__event_anchor_000,4431,ar4431,4431,4,2014-08-03 12:24:00,105.6,0
official,validation,4432__event_anchor_000,4432,ar4432,4432,4,2014-08-03 15:48:00,173.4,0
official,validation,4435__event_anchor_000,4435,ar4435,4435,4,2014-08-04 10:12:00,162.0,0
official,validation,4436__event_anchor_000,4436,ar4436,4436,4,2014-08-04 10:48:00,145.0,0
official,validation,4438__event_anchor_000,4438,ar4438,4438,4,2014-08-05 05:12:00,229.8,0
official,validation,4440__event_anchor_000,4440,ar4440,4440,4,2014-08-06 13:00:00,278.6,0
official,validation,4443__event_anchor_000,4443,ar4443,4443,4,2014-08-08 05:36:00,66.4,0
official,validation,4444__event_anchor_000,4444,ar4444,4444,4,2014-08-09 14:48:00,67.6,0
official,validation,4447__event_anchor_000,4447,ar4447,4447,4,2014-08-10 08:00:00,235.2,0
official,validation,4448__event_anchor_000,4448,ar4448,4448,4,2014-08-10 14:12:00,306.4,0
official,validation,4450__event_anchor_000,4450,ar4450,4450,4,2014-08-11 07:12:00,50.2,0
official,validation,4451__event_anchor_000,4451,ar4451,4451,4,2014-08-11 23:24:00,190.2,0
official,validation,4453__event_anchor_000,4453,ar4453,4453,4,2014-08-13 04:24:00,20.8,0
official,validation,4454__event_anchor_000,4454,ar4454,4454,4,2014-08-13 05:24:00,297.8,0
official,validation,4455__event_anchor_000,4455,ar4455,4455,4,2014-08-14 03:12:00,284.4,0
official,validation,4456__event_anchor_000,4456,ar4456,4456,4,2014-08-14 04:00:00,16.8,0
official,validation,4459__event_anchor_000,4459,ar4459,4459,4,2014-08-14 21:00:00,17.2,0
official,validation,4460__event_anchor_000,4460,ar4460,4460,4,2014-08-15 05:36:00,95.6,0
official,validation,4461__event_anchor_000,4461,ar4461,4461,4,2014-08-15 11:24:00,73.8,0
official,validation,4463__event_anchor_000,4463,ar4463,4463,4,2014-08-15 21:36:00,5.6,0
official,validation,4465__event_anchor_000,4465,ar4465,4465,4,2014-08-16 03:24:00,13.6,0
official,validation,4466__event_anchor_000,4466,ar4466,4466,4,2014-08-16 06:48:00,223.96666666666667,1
official,validation,4466__event_anchor_001,4466,ar4466,4466,4,2014-08-25 18:36:00,1.5,1
official,validation,4466__event_anchor_002,4466,ar4466,4466,4,2014-08-26 00:00:00,112.4,0
official,validation,4467__event_anchor_000,4467,ar4467,4467,4,2014-08-16 10:36:00,11.8,0
official,validation,4469__event_anchor_000,4469,ar4469,4469,4,2014-08-17 08:36:00,268.4,0
official,validation,4470__event_anchor_000,4470,ar4470,4470,4,2014-08-17 18:48:00,156.2,0
official,validation,4471__event_anchor_000,4471,ar4471,4471,4,2014-08-18 07:48:00,5.0,0
official,validation,4475__event_anchor_000,4475,ar4475,4475,4,2014-08-19 14:36:00,16.4,0
official,validation,4477__event_anchor_000,4477,ar4477,4477,4,2014-08-21 07:48:00,5.516666666666667,1
official,validation,4477__event_anchor_001,4477,ar4477,4477,4,2014-08-21 17:12:00,13.1,1
official,validation,4477__event_anchor_002,4477,ar4477,4477,4,2014-08-22 10:12:00,279.2,0
official,validation,4478__event_anchor_000,4478,ar4478,4478,4,2014-08-22 07:48:00,52.2,1
official,validation,4478__event_anchor_001,4478,ar4478,4478,4,2014-08-24 15:48:00,269.4,0
official,validation,4480__event_anchor_000,4480,ar4480,4480,4,2014-08-22 16:48:00,0.4,0
official,validation,4494__event_anchor_000,4494,ar4494,4494,4,2014-08-24 21:12:00,213.6,0
official,validation,4497__event_anchor_000,4497,ar4497,4497,4,2014-08-26 03:12:00,120.4,0
official,validation,4498__event_anchor_000,4498,ar4498,4498,4,2014-08-26 06:36:00,5.4,0
official,validation,4501__event_anchor_000,4501,ar4501,4501,4,2014-08-26 12:00:00,37.4,0
official,validation,4502__event_anchor_000,4502,ar4502,4502,4,2014-08-27 00:12:00,300.2,0
official,validation,4503__event_anchor_000,4503,ar4503,4503,4,2014-08-27 02:00:00,8.8,0
official,validation,4505__event_anchor_000,4505,ar4505,4505,4,2014-08-27 13:24:00,245.6,0
official,validation,4507__event_anchor_000,4507,ar4507,4507,4,2014-08-28 15:00:00,49.6,0
official,validation,4508__event_anchor_000,4508,ar4508,4508,4,2014-08-28 16:36:00,185.6,0
official,validation,4510__event_anchor_000,4510,ar4510,4510,4,2014-08-29 02:36:00,240.4,0
official,validation,4511__event_anchor_000,4511,ar4511,4511,4,2014-08-29 02:36:00,90.2,0
official,validation,4512__event_anchor_000,4512,ar4512,4512,4,2014-08-29 04:24:00,203.6,0
official,validation,4515__event_anchor_000,4515,ar4515,4515,4,2014-08-29 18:00:00,176.6,0
official,validation,4516__event_anchor_000,4516,ar4516,4516,4,2014-08-30 05:24:00,39.4,0
official,validation,4517__event_anchor_000,4517,ar4517,4517,4,2014-08-30 12:36:00,185.6,0
official,validation,4518__event_anchor_000,4518,ar4518,4518,4,2014-08-30 19:00:00,11.4,0
official,validation,4519__event_anchor_000,4519,ar4519,4519,4,2014-08-31 04:24:00,179.4,0
official,validation,4520__event_anchor_000,4520,ar4520,4520,4,2014-08-31 06:12:00,172.4,0
official,validation,4521__event_anchor_000,4521,ar4521,4521,4,2014-08-31 06:24:00,26.8,0
official,validation,4522__event_anchor_000,4522,ar4522,4522,4,2014-08-31 06:48:00,12.6,0
official,validation,4523__event_anchor_000,4523,ar4523,4523,4,2014-08-31 16:36:00,248.0,0
official,validation,4524__event_anchor_000,4524,ar4524,4524,4,2014-08-31 18:36:00,47.4,0
official,validation,4525__event_anchor_000,4525,ar4525,4525,4,2014-09-01 23:00:00,7.4,0
official,validation,4527__event_anchor_000,4527,ar4527,4527,4,2014-09-02 12:36:00,231.2,0
official,validation,4528__event_anchor_000,4528,ar4528,4528,4,2014-09-02 15:24:00,94.8,0
official,validation,4529__event_anchor_000,4529,ar4529,4529,4,2014-09-03 04:24:00,80.6,0
official,validation,4530__event_anchor_000,4530,ar4530,4530,4,2014-09-03 06:24:00,6.933333333333334,1
official,validation,4530__event_anchor_001,4530,ar4530,4530,4,2014-09-03 17:12:00,71.63333333333334,1
official,validation,4530__event_anchor_002,4530,ar4530,4530,4,2014-09-06 20:48:00,173.25,1
official,validation,4530__event_anchor_003,4530,ar4530,4530,4,2014-09-14 06:00:00,63.4,0
official,validation,4532__event_anchor_000,4532,ar4532,4532,4,2014-09-03 15:36:00,197.4,0
official,validation,4533__event_anchor_000,4533,ar4533,4533,4,2014-09-03 22:36:00,42.8,0
official,validation,4536__event_anchor_000,4536,ar4536,4536,4,2014-09-04 09:48:00,109.4,1
official,validation,4536__event_anchor_001,4536,ar4536,4536,4,2014-09-09 03:00:00,38.35,1
official,validation,4536__event_anchor_002,4536,ar4536,4536,4,2014-09-10 21:12:00,169.6,0
official,validation,4537__event_anchor_000,4537,ar4537,4537,4,2014-09-04 09:48:00,6.4,0
official,validation,4538__event_anchor_000,4538,ar4538,4538,4,2014-09-04 21:36:00,160.2,0
official,validation,4539__event_anchor_000,4539,ar4539,4539,4,2014-09-05 13:00:00,273.2,0
official,validation,4540__event_anchor_000,4540,ar4540,4540,4,2014-09-05 20:24:00,143.4,0
official,validation,4541__event_anchor_000,4541,ar4541,4541,4,2014-09-06 02:12:00,81.6,0
official,validation,4543__event_anchor_000,4543,ar4543,4543,4,2014-09-06 13:48:00,268.4,0
official,validation,4546__event_anchor_000,4546,ar4546,4546,4,2014-09-07 23:12:00,197.2,0
official,validation,4548__event_anchor_000,4548,ar4548,4548,4,2014-09-08 21:48:00,216.0,0
official,validation,4549__event_anchor_000,4549,ar4549,4549,4,2014-09-10 03:24:00,250.8,0
official,validation,4551__event_anchor_000,4551,ar4551,4551,4,2014-09-10 08:24:00,209.0,0
official,validation,4552__event_anchor_000,4552,ar4552,4552,4,2014-09-10 13:48:00,266.2,0
official,validation,4556__event_anchor_000,4556,ar4556,4556,4,2014-09-11 21:36:00,309.4,0
official,validation,4557__event_anchor_000,4557,ar4557,4557,4,2014-09-11 22:48:00,135.6,0
official,validation,4559__event_anchor_000,4559,ar4559,4559,4,2014-09-12 02:00:00,41.0,0
official,validation,4562__event_anchor_000,4562,ar4562,4562,4,2014-09-12 18:24:00,128.8,0
official,validation,4565__event_anchor_000,4565,ar4565,4565,4,2014-09-14 00:24:00,42.0,0
official,validation,4566__event_anchor_000,4566,ar4566,4566,4,2014-09-14 04:00:00,260.8,0
official,validation,4568__event_anchor_000,4568,ar4568,4568,4,2014-09-15 03:24:00,143.8,0
official,validation,4570__event_anchor_000,4570,ar4570,4570,4,2014-09-15 13:48:00,128.2,0
official,validation,4572__event_anchor_000,4572,ar4572,4572,4,2014-09-16 01:12:00,1.6,0
official,validation,4574__event_anchor_000,4574,ar4574,4574,4,2014-09-16 16:36:00,40.016666666666666,1
official,validation,4574__event_anchor_001,4574,ar4574,4574,4,2014-09-18 12:36:00,239.8,0
official,validation,4576__event_anchor_000,4576,ar4576,4576,4,2014-09-16 23:00:00,202.6,0
official,validation,4578__event_anchor_000,4578,ar4578,4578,4,2014-09-18 08:24:00,214.2,0
official,validation,4579__event_anchor_000,4579,ar4579,4579,4,2014-09-18 09:00:00,131.0,0
official,validation,4580__event_anchor_000,4580,ar4580,4580,4,2014-09-18 16:12:00,126.85,1
official,validation,4580__event_anchor_001,4580,ar4580,4580,4,2014-09-24 03:00:00,95.65,1
official,validation,4580__event_anchor_002,4580,ar4580,4580,4,2014-09-28 06:36:00,9.966666666666667,1
official,validation,4580__event_anchor_003,4580,ar4580,4580,4,2014-09-28 20:24:00,92.76666666666667,1
official,validation,4580__event_anchor_004,4580,ar4580,4580,4,2014-10-02 21:00:00,17.6,0
official,validation,4583__event_anchor_000,4583,ar4583,4583,4,2014-09-19 19:00:00,9.4,0
official,validation,4584__event_anchor_000,4584,ar4584,4584,4,2014-09-19 22:24:00,159.0,0
official,validation,4588__event_anchor_000,4588,ar4588,4588,4,2014-09-19 07:48:00,104.0,0
official,validation,4589__event_anchor_000,4589,ar4589,4589,4,2014-09-20 08:36:00,80.2,0
official,validation,4591__event_anchor_000,4591,ar4591,4591,4,2014-09-20 22:36:00,271.8,0
official,validation,4596__event_anchor_000,4596,ar4596,4596,4,2014-09-22 01:24:00,5.0,0
official,validation,4597__event_anchor_000,4597,ar4597,4597,4,2014-09-22 05:48:00,151.6,0
official,validation,4598__event_anchor_000,4598,ar4598,4598,4,2014-09-22 11:00:00,132.6,0
official,validation,4600__event_anchor_000,4600,ar4600,4600,4,2014-09-22 18:36:00,80.4,0
official,validation,4601__event_anchor_000,4601,ar4601,4601,4,2014-09-22 22:24:00,115.6,0
official,validation,4602__event_anchor_000,4602,ar4602,4602,4,2014-09-23 06:48:00,33.0,0
official,validation,4603__event_anchor_000,4603,ar4603,4603,4,2014-09-23 07:24:00,289.0,0
official,validation,4606__event_anchor_000,4606,ar4606,4606,4,2014-09-24 07:36:00,82.0,0
official,validation,4609__event_anchor_000,4609,ar4609,4609,4,2014-09-25 09:00:00,207.6,0
official,validation,4610__event_anchor_000,4610,ar4610,4610,4,2014-09-25 12:24:00,292.8,0
official,validation,4613__event_anchor_000,4613,ar4613,4613,4,2014-09-25 19:48:00,182.6,0
official,validation,4614__event_anchor_000,4614,ar4614,4614,4,2014-09-26 03:36:00,70.0,0
official,validation,4616__event_anchor_000,4616,ar4616,4616,4,2014-09-27 06:24:00,299.2,0
official,validation,4617__event_anchor_000,4617,ar4617,4617,4,2014-09-27 08:48:00,102.8,0
official,validation,4618__event_anchor_000,4618,ar4618,4618,4,2014-09-27 14:36:00,91.6,0
official,validation,4619__event_anchor_000,4619,ar4619,4619,4,2014-09-27 18:00:00,158.0,0
official,validation,4623__event_anchor_000,4623,ar4623,4623,4,2014-09-28 13:24:00,244.2,0
official,validation,4629__event_anchor_000,4629,ar4629,4629,4,2014-09-29 12:24:00,5.6,0
official,validation,4631__event_anchor_000,4631,ar4631,4631,4,2014-09-29 17:00:00,170.6,0
official,validation,4634__event_anchor_000,4634,ar4634,4634,4,2014-09-30 03:12:00,57.2,0
official,validation,4635__event_anchor_000,4635,ar4635,4635,4,2014-09-30 03:24:00,51.6,0
official,validation,4638__event_anchor_000,4638,ar4638,4638,4,2014-10-01 14:12:00,27.2,0
official,validation,4639__event_anchor_000,4639,ar4639,4639,4,2014-10-01 16:36:00,176.9,1
official,validation,4639__event_anchor_001,4639,ar4639,4639,4,2014-10-09 05:24:00,1.4,1
official,validation,4639__event_anchor_002,4639,ar4639,4639,4,2014-10-09 10:36:00,121.4,0
official,validation,4640__event_anchor_000,4640,ar4640,4640,4,2014-10-01 18:48:00,260.6,0
official,validation,4642__event_anchor_000,4642,ar4642,4642,4,2014-10-01 21:36:00,1.4,0
official,validation,4644__event_anchor_000,4644,ar4644,4644,4,2014-10-02 11:48:00,19.4,0
official,validation,4645__event_anchor_000,4645,ar4645,4645,4,2014-10-02 15:00:00,91.4,0
official,validation,4655__event_anchor_000,4655,ar4655,4655,4,2014-10-03 23:00:00,300.6,0
official,validation,4657__event_anchor_000,4657,ar4657,4657,4,2014-10-05 02:12:00,19.6,0
official,validation,4659__event_anchor_000,4659,ar4659,4659,4,2014-10-05 16:00:00,118.8,0
official,validation,4660__event_anchor_000,4660,ar4660,4660,4,2014-10-05 21:24:00,129.2,0
official,validation,4661__event_anchor_000,4661,ar4661,4661,4,2014-10-06 00:00:00,278.2,0
official,validation,4662__event_anchor_000,4662,ar4662,4662,4,2014-10-06 10:12:00,76.0,0
official,validation,4667__event_anchor_000,4667,ar4667,4667,4,2014-10-07 07:24:00,311.8,0
official,validation,4669__event_anchor_000,4669,ar4669,4669,4,2014-10-08 04:00:00,149.0,0
official,validation,4670__event_anchor_000,4670,ar4670,4670,4,2014-10-09 04:48:00,11.8,0
official,validation,4671__event_anchor_000,4671,ar4671,4671,4,2014-10-09 05:00:00,78.8,0
official,validation,4673__event_anchor_000,4673,ar4673,4673,4,2014-10-10 04:00:00,238.2,0
official,validation,4675__event_anchor_000,4675,ar4675,4675,4,2014-10-10 16:36:00,6.4,0
official,validation,4677__event_anchor_000,4677,ar4677,4677,4,2014-10-11 12:00:00,36.4,0
official,validation,4678__event_anchor_000,4678,ar4678,4678,4,2014-10-11 15:00:00,76.11666666666666,1
official,validation,4678__event_anchor_001,4678,ar4678,4678,4,2014-10-14 23:00:00,237.0,0
official,validation,4679__event_anchor_000,4679,ar4679,4679,4,2014-10-12 16:12:00,196.8,0
official,validation,4683__event_anchor_000,4683,ar4683,4683,4,2014-10-13 10:12:00,106.4,0
official,validation,4685__event_anchor_000,4685,ar4685,4685,4,2014-10-13 18:12:00,58.0,0
official,validation,4686__event_anchor_000,4686,ar4686,4686,4,2014-10-13 19:36:00,19.0,0
official,validation,4687__event_anchor_000,4687,ar4687,4687,4,2014-10-14 00:12:00,246.2,0
official,validation,4690__event_anchor_000,4690,ar4690,4690,4,2014-10-14 11:48:00,179.8,0
official,validation,4691__event_anchor_000,4691,ar4691,4691,4,2014-10-15 00:12:00,24.0,0
official,validation,4696__event_anchor_000,4696,ar4696,4696,4,2014-10-16 07:36:00,212.6,0
official,validation,4698__event_anchor_000,4698,ar4698,4698,4,2014-10-16 13:00:00,42.03333333333333,1
official,validation,4698__event_anchor_001,4698,ar4698,4698,4,2014-10-18 11:00:00,17.283333333333335,1
official,validation,4698__event_anchor_002,4698,ar4698,4698,4,2014-10-19 08:12:00,24.8,1
official,validation,4698__event_anchor_003,4698,ar4698,4698,4,2014-10-20 12:48:00,3.2,1
official,validation,4698__event_anchor_004,4698,ar4698,4698,4,2014-10-20 19:48:00,0.08333333333333333,1
official,validation,4698__event_anchor_005,4698,ar4698,4698,4,2014-10-20 23:48:00,13.783333333333333,1
official,validation,4698__event_anchor_006,4698,ar4698,4698,4,2014-10-21 17:24:00,7.866666666666666,1
official,validation,4698__event_anchor_007,4698,ar4698,4698,4,2014-10-22 05:12:00,8.833333333333334,1
official,validation,4698__event_anchor_008,4698,ar4698,4698,4,2014-10-22 18:00:00,15.733333333333333,1
official,validation,4698__event_anchor_009,4698,ar4698,4698,4,2014-10-23 13:36:00,18.016666666666666,1
official,validation,4698__event_anchor_010,4698,ar4698,4698,4,2014-10-24 11:36:00,9.516666666666667,1
official,validation,4698__event_anchor_011,4698,ar4698,4698,4,2014-10-25 01:00:00,15.916666666666666,1
official,validation,4698__event_anchor_012,4698,ar4698,4698,4,2014-10-25 20:48:00,13.266666666666667,1
official,validation,4698__event_anchor_013,4698,ar4698,4698,4,2014-10-26 14:00:00,3.1333333333333333,1
official,validation,4698__event_anchor_014,4698,ar4698,4698,4,2014-10-26 21:00:00,3.1,1
official,validation,4698__event_anchor_015,4698,ar4698,4698,4,2014-10-27 04:00:00,5.983333333333333,1
official,validation,4698__event_anchor_016,4698,ar4698,4698,4,2014-10-27 13:48:00,0.4,1
official,validation,4698__event_anchor_017,4698,ar4698,4698,4,2014-10-27 18:00:00,8.25,1
official,validation,4698__event_anchor_018,4698,ar4698,4698,4,2014-10-28 06:12:00,7.7,1
official,validation,4698__event_anchor_019,4698,ar4698,4698,4,2014-10-28 17:48:00,12.25,1
official,validation,4698__event_anchor_020,4698,ar4698,4698,4,2014-10-29 10:00:00,4.4,1
official,validation,4698__event_anchor_021,4698,ar4698,4698,4,2014-10-29 18:12:00,0.5833333333333334,1
official,validation,4698__event_anchor_022,4698,ar4698,4698,4,2014-10-29 22:36:00,1.9666666666666666,1
official,validation,4698__event_anchor_023,4698,ar4698,4698,4,2014-10-30 04:24:00,14.0,0
official,validation,4699__event_anchor_000,4699,ar4699,4699,4,2014-10-16 17:48:00,134.2,0
official,validation,4700__event_anchor_000,4700,ar4700,4700,4,2014-10-16 19:12:00,73.0,0
official,validation,4702__event_anchor_000,4702,ar4702,4702,4,2014-10-16 20:36:00,214.0,0
official,validation,4703__event_anchor_000,4703,ar4703,4703,4,2014-10-17 00:00:00,50.4,0
official,validation,4704__event_anchor_000,4704,ar4704,4704,4,2014-10-17 04:12:00,239.6,0
official,validation,4705__event_anchor_000,4705,ar4705,4705,4,2014-10-17 07:12:00,18.2,0
official,validation,4711__event_anchor_000,4711,ar4711,4711,4,2014-10-17 22:12:00,222.0,0
official,validation,4714__event_anchor_000,4714,ar4714,4714,4,2014-10-18 13:00:00,126.6,0
official,validation,4715__event_anchor_000,4715,ar4715,4715,4,2014-10-18 13:36:00,123.2,0
official,validation,4718__event_anchor_000,4718,ar4718,4718,4,2014-10-20 00:24:00,303.8,0
official,validation,4719__event_anchor_000,4719,ar4719,4719,4,2014-10-20 07:12:00,8.2,0
official,validation,4723__event_anchor_000,4723,ar4723,4723,4,2014-10-21 06:00:00,57.6,0
official,validation,4724__event_anchor_000,4724,ar4724,4724,4,2014-10-21 08:12:00,230.2,0
official,validation,4725__event_anchor_000,4725,ar4725,4725,4,2014-10-21 12:36:00,102.0,0
official,validation,4726__event_anchor_000,4726,ar4726,4726,4,2014-10-21 23:24:00,308.2,0
official,validation,4731__event_anchor_000,4731,ar4731,4731,4,2014-10-22 17:12:00,37.8,0
official,validation,4733__event_anchor_000,4733,ar4733,4733,4,2014-10-23 19:00:00,273.8,0
official,validation,4734__event_anchor_000,4734,ar4734,4734,4,2014-10-23 21:36:00,309.6,0
official,validation,4737__event_anchor_000,4737,ar4737,4737,4,2014-10-24 21:24:00,2.4,0
official,validation,4744__event_anchor_000,4744,ar4744,4744,4,2014-10-26 15:00:00,0.4,0
official,validation,4745__event_anchor_000,4745,ar4745,4745,4,2014-10-26 17:24:00,120.6,0
official,validation,4747__event_anchor_000,4747,ar4747,4747,4,2014-10-27 08:36:00,188.8,0
official,validation,4748__event_anchor_000,4748,ar4748,4748,4,2014-10-28 04:48:00,84.4,0
official,validation,4750__event_anchor_000,4750,ar4750,4750,4,2014-10-28 14:24:00,203.4,0
official,validation,4751__event_anchor_000,4751,ar4751,4751,4,2014-10-28 16:12:00,290.0,0
official,validation,4754__event_anchor_000,4754,ar4754,4754,4,2014-10-28 19:36:00,6.8,0
official,validation,4756__event_anchor_000,4756,ar4756,4756,4,2014-10-28 21:36:00,21.0,0
official,validation,4757__event_anchor_000,4757,ar4757,4757,4,2014-10-29 02:24:00,105.2,0
official,validation,4758__event_anchor_000,4758,ar4758,4758,4,2014-10-29 03:00:00,10.0,0
official,validation,4759__event_anchor_000,4759,ar4759,4759,4,2014-10-29 14:00:00,129.6,0
official,validation,4760__event_anchor_000,4760,ar4760,4760,4,2014-10-29 17:48:00,270.4,0
official,validation,4761__event_anchor_000,4761,ar4761,4761,4,2014-10-29 19:12:00,200.0,0
official,validation,4762__event_anchor_000,4762,ar4762,4762,4,2014-10-29 22:00:00,1.2,0
official,validation,4763__event_anchor_000,4763,ar4763,4763,4,2014-10-30 12:36:00,2.6,0
official,validation,4764__event_anchor_000,4764,ar4764,4764,4,2014-10-30 16:24:00,222.4,0
official,validation,4765__event_anchor_000,4765,ar4765,4765,4,2014-10-30 23:00:00,122.8,0
